Stmts_Or_Newlines Stmt_Or_Newline Stmts_Or_Newlines ::: 80537
Stmt_Or_Newline Small_Stmts Newline ::: 70518
Many_Trailers Trailer Many_Trailers ::: 45016
Trailer Dot Simple_Name ::: 41248
Arglist.Close_Paren Arglist Close_Paren ::: 40836
Many_Trailers Open_Paren Arglist.Close_Paren ::: 38792
Yield_Testlist_Star_Assign_Exprs Assign_Op Testlist_Star_Expr ::: 31978
Small_Stmts Testlist_Star_Expr Yield_Testlist_Star_Assign_Exprs ::: 31976
Stmts_Or_Newlines.Dedent Stmts_Or_Newlines Dedent ::: 27662
Indent.Stmts_Or_Newlines.Dedent Indent Stmts_Or_Newlines.Dedent ::: 27662
Suite Newline Indent.Stmts_Or_Newlines.Dedent ::: 27662
Colon.Suite Colon Suite ::: 25460
Comma.Arguments Comma Arguments ::: 25152
Testlist_Star_Expr Atom Many_Trailers ::: 22862
Stmts_Or_Newlines Small_Stmts Newline ::: 21638
Many_Trailers Dot Simple_Name ::: 18312
Small_Stmts Import_From_Froms Import_From_Imports ::: 16538
Dot.Dotted_Name Dot Dotted_Name ::: 16224
Import_From_Froms From_Keyword Start_Dotted_Name ::: 16212
Small_Stmts Atom Many_Trailers ::: 16186
Arglist Argument Comma.Arguments ::: 15470
Import_From_Imports Import_Keyword Import_As_Names_Endcomma ::: 15408
Parameters.Colon.Suite Parameters Colon.Suite ::: 13164
Simple_Name.Parameters.Colon.Suite Simple_Name Parameters.Colon.Suite ::: 13164
Assign_Op.Test Assign_Op Test ::: 13094
Parameters Open_Paren Typedargslist.Close_Paren ::: 12088
Typedargslist.Close_Paren Typedargslist Close_Paren ::: 12088
Stmt_Or_Newline Def_Keyword Simple_Name.Parameters.Colon.Suite ::: 11272
Small_Stmts Import_Keyword Dotted_As_Names ::: 10546
Comma.Test_Or_Star_Exprs Comma Test_Or_Star_Exprs ::: 10110
Arguments Argument Comma.Arguments ::: 9682
START Stmt_Or_Newline Stmts_Or_Newlines ::: 9499
Comma.Many_Tfpdef Comma Many_Tfpdef ::: 9292
Start_Dotted_Name Simple_Name Dot.Dotted_Name ::: 8970
Many_Trailers Open_Paren Close_Paren ::: 8850
Small_Stmts Return_Keyword Testlist_Endcomma ::: 7432
Subscriptlist.Close_Sq_Bracket Subscriptlist Close_Sq_Bracket ::: 6548
Dotted_Name Simple_Name Dot.Dotted_Name ::: 6474
Arglist Atom Many_Trailers ::: 6056
Comma.Import_As_Names_Endcomma Comma Import_As_Names_Endcomma ::: 5724
Import_As_Names_Endcomma Import_As_Name Comma.Import_As_Names_Endcomma ::: 5724
Many_Trailers Open_Sq_Bracket Subscriptlist.Close_Sq_Bracket ::: 5584
Argument Test Assign_Op.Test ::: 5532
Test_Or_Star_Exprs Test_Or_Star_Expr Comma.Test_Or_Star_Exprs ::: 5476
Typedargslist Tfpdef_Default Comma.Many_Tfpdef ::: 5324
Comp_Op.Expr Comp_Op Expr ::: 4758
Test Atom Many_Trailers ::: 4720
Testlist_Endcomma Atom Many_Trailers ::: 4536
Arguments Test Assign_Op.Test ::: 4204
Test.Colon.Suite Test Colon.Suite ::: 4160
Argument Atom Many_Trailers ::: 4134
Colon.Test Colon Test ::: 4130
Testlist_Comp.Close_Sq_Bracket Testlist_Comp Close_Sq_Bracket ::: 4120
Testlist_Comp.Close_Paren Testlist_Comp Close_Paren ::: 4024
Testlist_Comp Test_Or_Star_Expr Comma.Test_Or_Star_Exprs ::: 3968
Many_Tfpdef Tfpdef_Default Comma.Many_Tfpdef ::: 3968
Arith_Op.Term Arith_Op Term ::: 3496
Test Comparison Comp_Op.Expr ::: 3296
MulDiv_Op.Factor MulDiv_Op Factor ::: 3006
Close_Paren.Colon.Suite Close_Paren Colon.Suite ::: 2650
Arglist.Close_Paren.Colon.Suite Arglist Close_Paren.Colon.Suite ::: 2618
Open_Paren.Arglist.Close_Paren.Colon.Suite Open_Paren Arglist.Close_Paren.Colon.Suite ::: 2618
Simple_Name.Open_Paren.Arglist.Close_Paren.Colon.Suite Simple_Name Open_Paren.Arglist.Close_Paren.Colon.Suite ::: 2618
Stmt_Or_Newline Class_Keyword Simple_Name.Open_Paren.Arglist.Close_Paren.Colon.Suite ::: 2612
Arguments Atom Many_Trailers ::: 2460
Stmt_Or_Newline If_Keyword Test.Colon.Suite ::: 2410
Testlist_Endcomma.Colon.Suite Testlist_Endcomma Colon.Suite ::: 2322
In_Keyword.Testlist_Endcomma.Colon.Suite In_Keyword Testlist_Endcomma.Colon.Suite ::: 2322
Exprlist.In_Keyword.Testlist_Endcomma.Colon.Suite Exprlist In_Keyword.Testlist_Endcomma.Colon.Suite ::: 2322
KeyVal_Or_Unpack Test Colon.Test ::: 2120
As_Keyword.Simple_Name As_Keyword Simple_Name ::: 2106
Comparison Atom Many_Trailers ::: 2084
Comma.Many_KeyVals_Or_Unpacks Comma Many_KeyVals_Or_Unpacks ::: 2080
Trailer Open_Paren Arglist.Close_Paren ::: 2044
Stmts_Or_Newlines Def_Keyword Simple_Name.Parameters.Colon.Suite ::: 1884
Testlist_Star_Expr Open_Sq_Bracket Testlist_Comp.Close_Sq_Bracket ::: 1670
Dict_Or_Set_Maker.Close_Curl_Bracket Dict_Or_Set_Maker Close_Curl_Bracket ::: 1612
Many_KeyVals_Or_Unpacks KeyVal_Or_Unpack Comma.Many_KeyVals_Or_Unpacks ::: 1500
Arglist Test Assign_Op.Test ::: 1466
Start_Dotted_Name Dots_Plus Dotted_Name ::: 1458
Test_Or_Star_Expr Atom Many_Trailers ::: 1444
Dotted_As_Names Dotted_Name As_Keyword.Simple_Name ::: 1336
Stmt_Or_Newline For_Keyword Exprlist.In_Keyword.Testlist_Endcomma.Colon.Suite ::: 1288
Term Atom Many_Trailers ::: 1278
Else_Stmt Else_Keyword Colon.Suite ::: 1230
Many_Tfpdef Tfpdef Assign_Op.Test ::: 1140
Stmts_Or_Newlines If_Keyword Test.Colon.Suite ::: 1126
Testlist_Comp Test_Or_Star_Exprs Comma ::: 1098
Parameters Open_Paren Close_Paren ::: 1076
Suite.Else_Stmt Suite Else_Stmt ::: 1050
Colon.Suite.Else_Stmt Colon Suite.Else_Stmt ::: 1050
Test.Colon.Suite.Else_Stmt Test Colon.Suite.Else_Stmt ::: 1040
Stmts_Or_Newlines For_Keyword Exprlist.In_Keyword.Testlist_Endcomma.Colon.Suite ::: 1034
Test Open_Sq_Bracket Testlist_Comp.Close_Sq_Bracket ::: 990
Small_Stmts Testlist_Star_Expr Aug_Assign.Testlist_Endcomma ::: 986
Aug_Assign.Testlist_Endcomma Aug_Assign Testlist_Endcomma ::: 986
Test_Or_Star_Exprs Atom Many_Trailers ::: 984
Trailer Open_Sq_Bracket Subscriptlist.Close_Sq_Bracket ::: 964
Many_KeyVals_Or_Unpacks Test Colon.Test ::: 934
Except_Stmt Except_Clause Colon.Suite ::: 910
Suite.Except_Stmt Suite Except_Stmt ::: 906
Colon.Suite.Except_Stmt Colon Suite.Except_Stmt ::: 906
Expr Atom Many_Trailers ::: 894
